lemma	length	difficulty	morphology_tags	plural_only	zipf_frequency	frequency_rank_for_length	source	status	manual_decision
перевод	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.79	35	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
переезд	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.82	290	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
перелом	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.84	275	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
перенос	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.84	276	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
перерыв	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.13	175	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
переход	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.52	76	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
перец	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gen2 | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.91	310	TRUSTED_V1	TRUSTED	ALLOW
период	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	5.33	3	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
перо	4	EASY	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,nomn | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,nomn	false	3.72	294	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
песня	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,gent,Infr | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,Arch,Litr | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,accs,Arch,Litr | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn | NOUN,inan,femn sing,nomn,Arch,Litr	false	4.94	29	TRUSTED_V1	TRUSTED	ALLOW
песо	4	EASY	NOUN,inan,neut,Fixd,Ms-f plur,ablt | NOUN,inan,neut,Fixd,Ms-f plur,accs | NOUN,inan,neut,Fixd,Ms-f plur,datv | NOUN,inan,neut,Fixd,Ms-f plur,gent | NOUN,inan,neut,Fixd,Ms-f plur,loct | NOUN,inan,neut,Fixd,Ms-f plur,nomn | NOUN,inan,neut,Fixd,Ms-f sing,ablt | NOUN,inan,neut,Fixd,Ms-f sing,accs | NOUN,inan,neut,Fixd,Ms-f sing,datv | NOUN,inan,neut,Fixd,Ms-f sing,gent | NOUN,inan,neut,Fixd,Ms-f sing,loct | NOUN,inan,neut,Fixd,Ms-f sing,nomn	false	3.33	482	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
песок	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gen2 | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.11	222	TRUSTED_V1	TRUSTED	ALLOW
петух	5	MEDIUM	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.54	541	TRUSTED_V1	TRUSTED	ALLOW
печаль	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.85	286	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
печать	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.18	160	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
печень	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.94	244	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
печка	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.08	961	TRUSTED_V1	TRUSTED	ALLOW
печь	4	EASY	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loc2 | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.97	210	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пещера	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.55	496	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пианино	7	EXPERT	NOUN,inan,neut,Fixd plur,ablt | NOUN,inan,neut,Fixd plur,accs | NOUN,inan,neut,Fixd plur,datv | NOUN,inan,neut,Fixd plur,gent | NOUN,inan,neut,Fixd plur,loct | NOUN,inan,neut,Fixd plur,nomn | NOUN,inan,neut,Fixd sing,ablt | NOUN,inan,neut,Fixd sing,accs | NOUN,inan,neut,Fixd sing,datv | NOUN,inan,neut,Fixd sing,gent | NOUN,inan,neut,Fixd sing,loct | NOUN,inan,neut,Fixd sing,nomn	false	3.79	303	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пиар	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.66	316	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пиво	4	EASY	NOUN,inan,neut,Sgtm sing,ablt | NOUN,inan,neut,Sgtm sing,accs | NOUN,inan,neut,Sgtm sing,datv | NOUN,inan,neut,Sgtm sing,gent | NOUN,inan,neut,Sgtm sing,loct | NOUN,inan,neut,Sgtm sing,nomn	false	4.39	115	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пиджак	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.65	414	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пикник	6	HARD	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn | NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.60	456	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пила	4	EASY	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.84	258	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пилот	5	MEDIUM	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	4.35	135	TRUSTED_V1	TRUSTED	ALLOW
пирог	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.09	232	TRUSTED_V1	TRUSTED	ALLOW
пирс	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.61	333	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
письмо	6	HARD	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,nomn | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,nomn	false	4.91	28	MANUAL_ALLOW	IN_POOL_REVIEW_REQUIRED	ALLOW
питание	7	EXPERT	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,ablt,V-be | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,accs,V-be | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,datv,V-be | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,loct,V-be | NOUN,inan,neut plur,nomn | NOUN,inan,neut plur,nomn,V-be | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,ablt,V-be | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,accs,V-be | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,datv,V-be | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,gent,V-be | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,loct,V-be | NOUN,inan,neut sing,loct,V-be,V-bi | NOUN,inan,neut sing,nomn | NOUN,inan,neut sing,nomn,V-be	false	4.34	109	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
питон	5	MEDIUM	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	2.96	1087	TRUSTED_V1	TRUSTED	ALLOW
пища	4	EASY	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.82	262	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
плакат	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.70	377	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пламя	5	MEDIUM	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,nomn | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,nomn	false	4.04	255	TRUSTED_V1	TRUSTED	ALLOW
план	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	5.05	22	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
планета	7	EXPERT	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.25	135	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
планшет	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.59	421	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
платок	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.65	415	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
платье	6	HARD	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,nomn | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,nomn	false	4.63	69	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
плач	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.69	306	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
плащ	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.91	231	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
плен	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loc2 | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.17	163	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пленка	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.56	486	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
плечо	5	MEDIUM	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,ablt,Infr | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,gent,Infr | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,nomn | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,nomn	false	4.12	213	TRUSTED_V1	TRUSTED	ALLOW
плита	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.58	511	TRUSTED_V1	TRUSTED	ALLOW
плод	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.94	223	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
плот	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loc2 | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.39	444	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
площадь	7	EXPERT	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.82	32	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пляж	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loc2 | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.96	214	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
побег	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.00	272	TRUSTED_V1	TRUSTED	ALLOW
победа	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.71	55	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
повар	5	MEDIUM	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.92	303	TRUSTED_V1	TRUSTED	ALLOW
